output\frame269.jpg,"tensor([[-10.8907, -14.6994, -16.1141, -14.6785,  -8.7886,  -9.0676,  -8.9563,
         -16.4488]])",tensor([-0.1576]),tensor([0.4079]),fear
output\frame150.jpg,"tensor([[-10.3221, -15.4362, -15.8594, -17.2597,  -9.9567, -10.2727,  -9.9741,
         -18.9723]])",tensor([-0.1331]),tensor([0.3389]),fear
output\frame702.jpg,"tensor([[-10.3369, -16.9200, -12.9768, -16.4934, -16.6394, -15.7492, -13.9174,
         -22.1700]])",tensor([-0.0655]),tensor([0.0740]),neutral
output\frame890.jpg,"tensor([[-12.1881, -20.7719, -10.5659, -16.8747, -15.1497, -18.6848, -16.0358,
         -26.5856]])",tensor([-0.2407]),tensor([-0.0099]),sad
output\frame65.jpg,"tensor([[-18.0940, -20.4063, -16.6084, -23.5616, -13.1801, -15.7353, -15.5674,
         -24.0652]])",tensor([-0.1089]),tensor([0.2648]),fear
output\frame312.jpg,"tensor([[ -9.0878, -19.9229, -12.9107, -10.9328, -14.0603, -13.1217, -12.0940,
         -19.7782]])",tensor([-0.1526]),tensor([0.2691]),neutral
output\frame557.jpg,"tensor([[ -8.9872, -17.3252, -14.7175, -19.6080, -12.6417,  -8.3282,  -8.9814,
         -16.9536]])",tensor([-0.3243]),tensor([0.2586]),disgust
output\frame820.jpg,"tensor([[ -6.4500, -14.7632, -12.0580, -23.5365, -14.9703,  -8.7643, -10.0918,
         -11.8818]])",tensor([-0.2869]),tensor([0.1460]),neutral
output\frame574.jpg,"tensor([[ -7.9136, -10.7173, -11.2327, -22.0104, -17.0988, -10.5162, -14.6717,
         -18.0988]])",tensor([-0.1097]),tensor([-0.0117]),neutral
output\frame897.jpg,"tensor([[-18.1568, -19.6059, -16.8035, -22.1025, -11.8968, -14.9646, -13.6874,
         -24.9774]])",tensor([-0.1086]),tensor([0.3269]),fear
output\frame201.jpg,"tensor([[-16.0111, -17.5224, -15.3647, -20.4783, -14.5437, -15.8661, -15.5690,
         -27.5967]])",tensor([-0.1430]),tensor([0.2675]),fear
output\frame2.jpg,"tensor([[ -5.5121,  -9.6819, -12.6519, -23.2875, -23.6307,  -9.1615, -17.7075,
          -8.7650]])",tensor([-0.1931]),tensor([0.0457]),neutral
output\frame99.jpg,"tensor([[ -9.7195, -21.1998, -12.7923, -11.2817, -12.1385, -17.1216, -13.0135,
         -21.4995]])",tensor([-0.1128]),tensor([0.2667]),neutral
output\frame804.jpg,"tensor([[-20.4850, -19.2307, -14.3820, -23.1058, -12.9228, -15.4324, -13.9197,
         -23.4076]])",tensor([-0.1322]),tensor([0.2687]),fear
output\frame618.jpg,"tensor([[ -9.2502, -21.7242, -13.8357, -12.7103, -13.6065, -15.2483, -13.1511,
         -20.0876]])",tensor([-0.2039]),tensor([0.2416]),neutral
output\frame973.jpg,"tensor([[-11.8935, -14.7247, -15.6295, -16.0032, -10.4648, -13.6814,  -8.2087,
         -21.1572]])",tensor([-0.0433]),tensor([0.3553]),anger
output\frame968.jpg,"tensor([[-10.7542, -11.7253, -15.5903, -14.3692, -10.2393, -11.0197, -10.7605,
         -21.3360]])",tensor([-0.0226]),tensor([0.3353]),fear
output\frame142.jpg,"tensor([[ -9.7488, -18.8893,  -9.9556, -12.3468, -12.1504, -14.7702, -12.7159,
         -19.6234]])",tensor([-0.2118]),tensor([0.1724]),neutral
output\frame719.jpg,"tensor([[-10.2662, -16.4391, -14.3769, -20.1223, -11.5169, -10.5944, -10.9710,
         -18.9158]])",tensor([-0.2090]),tensor([0.2550]),neutral
output\frame131.jpg,"tensor([[-11.1458, -20.6042, -10.5701, -13.1109, -15.7971, -11.9940, -13.2198,
         -21.4676]])",tensor([-0.3025]),tensor([0.1452]),sad
output\frame612.jpg,"tensor([[-15.8697, -20.2693, -17.7007, -17.8562,  -9.3124, -15.2344, -11.2221,
         -23.5549]])",tensor([-0.0663]),tensor([0.4405]),fear
output\frame680.jpg,"tensor([[-13.9042, -19.2751, -15.5635, -18.4912,  -9.7165, -12.6957, -10.8646,
         -18.0006]])",tensor([-0.1622]),tensor([0.3972]),fear
output\frame538.jpg,"tensor([[-13.8954, -18.5844, -16.0988, -17.9746, -10.7805, -13.4496, -10.2367,
         -20.9133]])",tensor([-0.1171]),tensor([0.3832]),anger
output\frame745.jpg,"tensor([[ -8.9050, -20.8197, -12.7622, -13.4245, -16.5576, -16.6211, -15.4628,
         -23.0912]])",tensor([-0.1301]),tensor([0.0583]),neutral
output\frame769.jpg,"tensor([[ -9.4955, -19.9159, -11.3503, -12.8017, -13.7923, -13.7566, -12.5856,
         -21.7695]])",tensor([-0.2505]),tensor([0.1598]),neutral
output\frame80.jpg,"tensor([[-11.1976, -18.8834, -15.0151, -20.3295, -10.2091, -11.0820,  -9.4314,
         -17.8825]])",tensor([-0.2487]),tensor([0.3236]),anger
output\frame40.jpg,"tensor([[ -9.7836, -16.9748, -17.1460, -16.9958, -10.9129, -10.9781,  -9.3816,
         -17.6917]])",tensor([-0.1445]),tensor([0.3391]),anger
output\frame406.jpg,"tensor([[-15.2750, -20.4240, -16.5056, -19.5957, -11.9079, -14.5033, -13.2395,
         -23.7097]])",tensor([-0.0941]),tensor([0.3216]),fear
output\frame843.jpg,"tensor([[ -9.5233, -18.2811, -10.8539, -13.5415, -10.0509, -12.7904,  -8.7774,
         -17.0013]])",tensor([-0.2711]),tensor([0.2801]),anger
output\frame924.jpg,"tensor([[-12.6611, -17.3828, -13.8966, -11.6084, -10.7432, -14.6364, -10.7847,
         -20.9023]])",tensor([-0.0687]),tensor([0.4061]),fear
output\frame171.jpg,"tensor([[ -8.1144, -16.8744, -10.2767,  -9.3659, -10.6312, -12.9715, -11.7808,
         -16.9410]])",tensor([-0.1535]),tensor([0.2692]),neutral
output\frame783.jpg,"tensor([[ -9.8952, -19.9858, -12.7238, -15.8433, -14.6717, -17.3574, -13.4185,
         -21.9216]])",tensor([-0.1282]),tensor([0.1220]),neutral
output\frame498.jpg,"tensor([[-12.3138, -15.4094, -16.1334, -15.1402,  -9.4959, -11.6214,  -8.6650,
         -19.2988]])",tensor([-0.0853]),tensor([0.4056]),anger
output\frame261.jpg,"tensor([[-14.9942, -17.8072, -16.3089, -19.4744,  -9.8452, -11.6756, -11.5107,
         -20.9961]])",tensor([-0.1148]),tensor([0.3820]),fear
output\frame564.jpg,"tensor([[ -8.8309, -15.8615, -12.1150, -11.8689,  -6.9714, -15.0072, -10.2674,
         -19.1896]])",tensor([-0.0637]),tensor([0.3489]),fear
output\frame272.jpg,"tensor([[-17.5263, -19.4802, -15.5124, -21.7005, -13.3267, -15.2698, -15.7348,
         -23.9566]])",tensor([-0.1010]),tensor([0.2477]),fear
output\frame716.jpg,"tensor([[ -9.6608, -19.3504, -11.9214, -15.1747, -17.8526, -15.2352, -16.2811,
         -23.6167]])",tensor([-0.1665]),tensor([-0.0009]),neutral
output\frame158.jpg,"tensor([[-10.7288, -22.9031, -12.1700, -17.4864, -19.5123, -18.6993, -15.5969,
         -26.7300]])",tensor([-0.1637]),tensor([-0.0384]),neutral
output\frame824.jpg,"tensor([[-11.3782, -26.1470, -13.0330, -13.2707, -10.4390, -20.6572, -11.3041,
         -23.0416]])",tensor([-0.2151]),tensor([0.3268]),fear
output\frame697.jpg,"tensor([[ -9.1957, -16.8039, -11.4270, -12.7189, -13.5511, -15.9228, -13.8184,
         -20.7694]])",tensor([-0.0553]),tensor([0.1363]),neutral
output\frame740.jpg,"tensor([[-10.1961, -19.8688, -14.8171, -18.4457, -11.6303, -11.8990,  -8.9871,
         -18.5532]])",tensor([-0.2447]),tensor([0.3058]),anger
output\frame742.jpg,"tensor([[ -8.2918, -16.7518, -14.7444, -11.4715, -18.0591, -16.4897, -15.8323,
         -21.0008]])",tensor([0.0442]),tensor([0.1187]),neutral
output\frame342.jpg,"tensor([[-10.2340, -18.6136, -12.1138, -11.9363, -12.9612, -17.3187, -12.9798,
         -21.1299]])",tensor([-0.0910]),tensor([0.2181]),neutral
output\frame472.jpg,"tensor([[-15.3555, -20.4291, -16.9535, -18.9634, -10.3758, -15.3954, -11.9701,
         -23.9335]])",tensor([-0.0628]),tensor([0.4101]),fear
output\frame525.jpg,"tensor([[-18.2108, -21.5733, -17.2276, -21.7796, -13.4466, -16.1802, -14.9210,
         -25.8564]])",tensor([-0.0808]),tensor([0.2973]),fear
output\frame932.jpg,"tensor([[-16.0380, -20.4128, -16.6107, -21.0907, -12.9747, -14.6754, -12.8275,
         -25.0911]])",tensor([-0.1287]),tensor([0.3249]),anger
output\frame572.jpg,"tensor([[ -8.7510, -12.8197, -12.8242, -19.3401, -13.8304,  -8.7983,  -9.1951,
         -16.5718]])",tensor([-0.2086]),tensor([0.2017]),neutral
output\frame746.jpg,"tensor([[ -9.3944, -24.3961, -11.7517, -13.1624, -14.7249, -12.9061, -11.8139,
         -20.6944]])",tensor([-0.3551]),tensor([0.1700]),neutral
output\frame264.jpg,"tensor([[-11.5423, -20.6740, -10.0032, -10.4326, -11.1131, -16.1278, -12.3482,
         -19.7762]])",tensor([-0.1980]),tensor([0.2695]),sad
output\frame307.jpg,"tensor([[-10.9162, -14.5994, -17.3185, -17.8867, -12.5569,  -9.6383,  -9.1825,
         -17.9621]])",tensor([-0.1479]),tensor([0.3233]),anger
output\frame46.jpg,"tensor([[ -9.1600, -21.1338, -11.8979,  -9.0001, -10.8611, -11.6772, -10.9450,
         -18.6475]])",tensor([-0.2335]),tensor([0.3844]),surprise
output\frame862.jpg,"tensor([[-11.4909, -19.3813, -15.7386,  -9.0240, -13.3072, -22.9808, -19.2483,
         -25.3940]])",tensor([0.1344]),tensor([0.2698]),surprise
output\frame536.jpg,"tensor([[-13.2779, -18.8724, -17.3763, -15.4155,  -7.9181, -11.9464,  -9.1925,
         -20.1079]])",tensor([-0.1139]),tensor([0.4711]),fear
output\frame729.jpg,"tensor([[-14.8735, -17.2175, -15.7143, -19.2612, -10.9961, -13.5278, -10.1529,
         -22.5193]])",tensor([-0.0818]),tensor([0.3755]),anger
output\frame209.jpg,"tensor([[ -9.5872, -20.8291, -12.5841, -12.8177, -16.1139, -14.3442, -13.5021,
         -21.4707]])",tensor([-0.1862]),tensor([0.1521]),neutral
output\frame855.jpg,"tensor([[-10.8077, -15.9624, -15.3811, -15.9297, -17.4814, -16.9658, -13.4877,
         -23.5537]])",tensor([0.0634]),tensor([0.1449]),neutral
output\frame5.jpg,"tensor([[ -5.8002, -18.5335, -16.2131, -18.5665, -22.9861, -10.4898, -19.1318,
          -8.5340]])",tensor([-0.2796]),tensor([0.1390]),neutral
